id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
6mFkJmJqdDVQ1REhVfGgd1,0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.883,audio_features,spotify:track:6mFkJmJqdDVQ1REhVfGgd1,https://api.spotify.com/v1/tracks/6mFkJmJqdDVQ1REhVfGgd1,https://api.spotify.com/v1/audio-analysis/6mFkJmJqdDVQ1REhVfGgd1,334744,4
5HNCy40Ni5BZJFw1TKzRsC,0.472,0.366,11,-12.595,0,0.0286,0.15,0.308,0.0837,0.171,127.167,audio_features,spotify:track:5HNCy40Ni5BZJFw1TKzRsC,https://api.spotify.com/v1/tracks/5HNCy40Ni5BZJFw1TKzRsC,https://api.spotify.com/v1/audio-analysis/5HNCy40Ni5BZJFw1TKzRsC,382297,4
1Uxk2dxmATlKH5quLX2iFG,0.346,0.62,7,-9.247,1,0.0432,0.0822,0.00393,0.599,0.391,93.932,audio_features,spotify:track:1Uxk2dxmATlKH5quLX2iFG,https://api.spotify.com/v1/tracks/1Uxk2dxmATlKH5quLX2iFG,https://api.spotify.com/v1/audio-analysis/1Uxk2dxmATlKH5quLX2iFG,200058,3
1YQWosTIljIvxAgHWTp7KP,0.454,0.26,8,-13.193,0,0.0401,0.539,0.00078,0.0675,0.598,174.322,audio_features,spotify:track:1YQWosTIljIvxAgHWTp7KP,https://api.spotify.com/v1/tracks/1YQWosTIljIvxAgHWTp7KP,https://api.spotify.com/v1/audio-analysis/1YQWosTIljIvxAgHWTp7KP,324133,5
44AyOl4qVkzS48vBsbNXaC,0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307,audio_features,spotify:track:44AyOl4qVkzS48vBsbNXaC,https://api.spotify.com/v1/tracks/44AyOl4qVkzS48vBsbNXaC,https://api.spotify.com/v1/audio-analysis/44AyOl4qVkzS48vBsbNXaC,182360,3
63rva3TBizr6x1Yp5uwKfD,0.554,0.667,1,-10.226,0,0.0342,0.628,0,0.0486,0.597,112.749,audio_features,spotify:track:63rva3TBizr6x1Yp5uwKfD,https://api.spotify.com/v1/tracks/63rva3TBizr6x1Yp5uwKfD,https://api.spotify.com/v1/audio-analysis/63rva3TBizr6x1Yp5uwKfD,157960,4
2F4FNcz68howQWD4zaGJSi,0.321,0.474,5,-9.383,1,0.0348,0.743,0,0.204,0.804,121.199,audio_features,spotify:track:2F4FNcz68howQWD4zaGJSi,https://api.spotify.com/v1/tracks/2F4FNcz68howQWD4zaGJSi,https://api.spotify.com/v1/audio-analysis/2F4FNcz68howQWD4zaGJSi,162093,4
3AhXZa8sUQht0UEdBJgpGc,0.483,0.721,0,-6.836,1,0.032,0.729,0,0.189,0.562,95.261,audio_features,spotify:track:3AhXZa8sUQht0UEdBJgpGc,https://api.spotify.com/v1/tracks/3AhXZa8sUQht0UEdBJgpGc,https://api.spotify.com/v1/audio-analysis/3AhXZa8sUQht0UEdBJgpGc,369600,4
0wzABO1igQsSy8cQ7dIeHK,0.482,0.8,11,-9.278,0,0.0916,0.0569,0.00223,0.387,0.569,158.81,audio_features,spotify:track:0wzABO1igQsSy8cQ7dIeHK,https://api.spotify.com/v1/tracks/0wzABO1igQsSy8cQ7dIeHK,https://api.spotify.com/v1/audio-analysis/0wzABO1igQsSy8cQ7dIeHK,202267,4
5AJrhrwz4oSZX2PwwV4qrN,0.537,0.7,4,-6.852,0,0.0366,0.142,1.58E-06,0.383,0.695,117.111,audio_features,spotify:track:5AJrhrwz4oSZX2PwwV4qrN,https://api.spotify.com/v1/tracks/5AJrhrwz4oSZX2PwwV4qrN,https://api.spotify.com/v1/audio-analysis/5AJrhrwz4oSZX2PwwV4qrN,214027,4
5kMhXgQGUDIf84aXoNjYj7,0.611,0.405,7,-10.607,1,0.0819,0.461,0.596,0.06,0.543,110.744,audio_features,spotify:track:5kMhXgQGUDIf84aXoNjYj7,https://api.spotify.com/v1/tracks/5kMhXgQGUDIf84aXoNjYj7,https://api.spotify.com/v1/audio-analysis/5kMhXgQGUDIf84aXoNjYj7,235827,4
3uwIoa2emQILz6BmH6MtiW,0.845,0.563,8,-9.488,1,0.0439,0.628,0,0.0614,0.969,130.335,audio_features,spotify:track:3uwIoa2emQILz6BmH6MtiW,https://api.spotify.com/v1/tracks/3uwIoa2emQILz6BmH6MtiW,https://api.spotify.com/v1/audio-analysis/3uwIoa2emQILz6BmH6MtiW,126693,4
1MfrVfuY5ql27i45rfIXzN,0.487,0.674,10,-11.663,1,0.792,0.823,0.0006,0.888,0.661,83.841,audio_features,spotify:track:1MfrVfuY5ql27i45rfIXzN,https://api.spotify.com/v1/tracks/1MfrVfuY5ql27i45rfIXzN,https://api.spotify.com/v1/audio-analysis/1MfrVfuY5ql27i45rfIXzN,249360,4
0qRR9d89hIS0MHRkQ0ejxX,0.573,0.683,5,-6.644,1,0.176,0.461,0,0.0935,0.817,169.519,audio_features,spotify:track:0qRR9d89hIS0MHRkQ0ejxX,https://api.spotify.com/v1/tracks/0qRR9d89hIS0MHRkQ0ejxX,https://api.spotify.com/v1/audio-analysis/0qRR9d89hIS0MHRkQ0ejxX,142787,4
78WVLOP9pN0G3gRLFy1rAa,0.334,0.477,0,-8.806,1,0.0276,0.618,4.17E-06,0.312,0.405,179.239,audio_features,spotify:track:78WVLOP9pN0G3gRLFy1rAa,https://api.spotify.com/v1/tracks/78WVLOP9pN0G3gRLFy1rAa,https://api.spotify.com/v1/audio-analysis/78WVLOP9pN0G3gRLFy1rAa,336200,3
0WNGPpmWqzPnk0psUhJ3SX,0.429,0.668,4,-7.539,0,0.044,0.208,0,0.538,0.398,77.737,audio_features,spotify:track:0WNGPpmWqzPnk0psUhJ3SX,https://api.spotify.com/v1/tracks/0WNGPpmWqzPnk0psUhJ3SX,https://api.spotify.com/v1/audio-analysis/0WNGPpmWqzPnk0psUhJ3SX,211067,4
23hrvdvkIi1X1voQG2bJH9,0.648,0.741,2,-8.568,1,0.0658,0.118,0.000802,0.0645,0.829,105.794,audio_features,spotify:track:23hrvdvkIi1X1voQG2bJH9,https://api.spotify.com/v1/tracks/23hrvdvkIi1X1voQG2bJH9,https://api.spotify.com/v1/audio-analysis/23hrvdvkIi1X1voQG2bJH9,300667,4
6FKU84JHM1lbiy5Dx0Dyqd,0.417,0.339,10,-13.487,1,0.0819,0.454,2.26E-05,0.135,0.719,165.451,audio_features,spotify:track:6FKU84JHM1lbiy5Dx0Dyqd,https://api.spotify.com/v1/tracks/6FKU84JHM1lbiy5Dx0Dyqd,https://api.spotify.com/v1/audio-analysis/6FKU84JHM1lbiy5Dx0Dyqd,217800,4
1H4idkmruFoJBg1DvUv2tY,0.479,0.601,7,-8.806,1,0.0318,0.0832,0.00142,0.11,0.669,124.966,audio_features,spotify:track:1H4idkmruFoJBg1DvUv2tY,https://api.spotify.com/v1/tracks/1H4idkmruFoJBg1DvUv2tY,https://api.spotify.com/v1/audio-analysis/1H4idkmruFoJBg1DvUv2tY,313027,4
0PsbWiVtix5FoTZ1s00mEl,0.324,0.335,0,-15.595,1,0.0355,0.099,1.08E-06,0.0995,0.141,119.513,audio_features,spotify:track:0PsbWiVtix5FoTZ1s00mEl,https://api.spotify.com/v1/tracks/0PsbWiVtix5FoTZ1s00mEl,https://api.spotify.com/v1/audio-analysis/0PsbWiVtix5FoTZ1s00mEl,367000,4
254bXAqt3zP6P50BdQvEsq,0.73,0.487,4,-10.991,1,0.0303,0.258,0.01,0.0852,0.731,114.965,audio_features,spotify:track:254bXAqt3zP6P50BdQvEsq,https://api.spotify.com/v1/tracks/254bXAqt3zP6P50BdQvEsq,https://api.spotify.com/v1/audio-analysis/254bXAqt3zP6P50BdQvEsq,226653,4
04MNKrAnzrHDUzuXAtNoLr,0.262,0.793,11,-8.668,1,0.0646,0.00968,0.08,0.115,0.247,152.447,audio_features,spotify:track:04MNKrAnzrHDUzuXAtNoLr,https://api.spotify.com/v1/tracks/04MNKrAnzrHDUzuXAtNoLr,https://api.spotify.com/v1/audio-analysis/04MNKrAnzrHDUzuXAtNoLr,183973,4
45Ic9eSdGIvQpkk7JidSGu,0.458,0.54,5,-6.457,0,0.027,0.715,0.000428,0.115,0.657,142.218,audio_features,spotify:track:45Ic9eSdGIvQpkk7JidSGu,https://api.spotify.com/v1/tracks/45Ic9eSdGIvQpkk7JidSGu,https://api.spotify.com/v1/audio-analysis/45Ic9eSdGIvQpkk7JidSGu,191205,4
4gV209d7WZmbrIZ5jgu30A,0.547,0.43,2,-7.393,1,0.0667,0.848,0.613,0.0825,0.175,114.729,audio_features,spotify:track:4gV209d7WZmbrIZ5jgu30A,https://api.spotify.com/v1/tracks/4gV209d7WZmbrIZ5jgu30A,https://api.spotify.com/v1/audio-analysis/4gV209d7WZmbrIZ5jgu30A,182467,4
68VSV9DQESOHiEtoPvNK3n,0.339,0.358,8,-7.404,1,0.031,0.676,0.469,0.0804,0.0372,94.979,audio_features,spotify:track:68VSV9DQESOHiEtoPvNK3n,https://api.spotify.com/v1/tracks/68VSV9DQESOHiEtoPvNK3n,https://api.spotify.com/v1/audio-analysis/68VSV9DQESOHiEtoPvNK3n,240000,3
1zTD6Z2T4Pks6P0urU5RVK,0.642,0.706,3,-8.114,1,0.028,0.528,8.59E-05,0.354,0.829,100.644,audio_features,spotify:track:1zTD6Z2T4Pks6P0urU5RVK,https://api.spotify.com/v1/tracks/1zTD6Z2T4Pks6P0urU5RVK,https://api.spotify.com/v1/audio-analysis/1zTD6Z2T4Pks6P0urU5RVK,220733,4
5DH7nDryMhpixm4G4B7RP9,0.637,0.333,3,-9.603,1,0.0262,0.181,0,0.147,0.588,84.347,audio_features,spotify:track:5DH7nDryMhpixm4G4B7RP9,https://api.spotify.com/v1/tracks/5DH7nDryMhpixm4G4B7RP9,https://api.spotify.com/v1/audio-analysis/5DH7nDryMhpixm4G4B7RP9,217907,4
18AXbzPzBS8Y3AkgSxzJPb,0.446,0.239,0,-13.945,1,0.0316,0.551,4.10E-06,0.0697,0.298,189.507,audio_features,spotify:track:18AXbzPzBS8Y3AkgSxzJPb,https://api.spotify.com/v1/tracks/18AXbzPzBS8Y3AkgSxzJPb,https://api.spotify.com/v1/audio-analysis/18AXbzPzBS8Y3AkgSxzJPb,336453,4
1ITQbrueGLl581a25XXm9c,0.599,0.363,7,-11.728,1,0.0315,0.333,0,0.243,0.648,79.456,audio_features,spotify:track:1ITQbrueGLl581a25XXm9c,https://api.spotify.com/v1/tracks/1ITQbrueGLl581a25XXm9c,https://api.spotify.com/v1/audio-analysis/1ITQbrueGLl581a25XXm9c,213107,4
5lXcSvHRVjQJ3LB2rLKQog,0.65,0.658,10,-10.908,0,0.085,0.0887,0.00403,0.0526,0.883,100.541,audio_features,spotify:track:5lXcSvHRVjQJ3LB2rLKQog,https://api.spotify.com/v1/tracks/5lXcSvHRVjQJ3LB2rLKQog,https://api.spotify.com/v1/audio-analysis/5lXcSvHRVjQJ3LB2rLKQog,239120,4
7xTLnckSo3ScfRdH5gGw0M,0.715,0.567,11,-8.279,1,0.123,0.218,0,0.168,0.583,98.981,audio_features,spotify:track:7xTLnckSo3ScfRdH5gGw0M,https://api.spotify.com/v1/tracks/7xTLnckSo3ScfRdH5gGw0M,https://api.spotify.com/v1/audio-analysis/7xTLnckSo3ScfRdH5gGw0M,221067,4
2udw7RDkldLFIPG9WYdVtT,0.588,0.568,6,-9.766,1,0.0672,0.16,0,0.0792,0.952,106.938,audio_features,spotify:track:2udw7RDkldLFIPG9WYdVtT,https://api.spotify.com/v1/tracks/2udw7RDkldLFIPG9WYdVtT,https://api.spotify.com/v1/audio-analysis/2udw7RDkldLFIPG9WYdVtT,232760,4
3r9lxV4oe3XW9p5eO60VQy,0.81,0.631,6,-10.272,0,0.273,0.169,0.44,0.542,0.714,118.037,audio_features,spotify:track:3r9lxV4oe3XW9p5eO60VQy,https://api.spotify.com/v1/tracks/3r9lxV4oe3XW9p5eO60VQy,https://api.spotify.com/v1/audio-analysis/3r9lxV4oe3XW9p5eO60VQy,268476,4
1Z1ziaHJ4FWNqrw14GVDI5,0.49,0.914,10,-3.202,1,0.167,0.0227,0,0.793,0.241,100.1,audio_features,spotify:track:1Z1ziaHJ4FWNqrw14GVDI5,https://api.spotify.com/v1/tracks/1Z1ziaHJ4FWNqrw14GVDI5,https://api.spotify.com/v1/audio-analysis/1Z1ziaHJ4FWNqrw14GVDI5,192720,4
6eIacmhkE82vZlMDnGS7aP,0.614,0.972,5,-3.927,0,0.088,0.00125,0.0186,0.328,0.411,127.966,audio_features,spotify:track:6eIacmhkE82vZlMDnGS7aP,https://api.spotify.com/v1/tracks/6eIacmhkE82vZlMDnGS7aP,https://api.spotify.com/v1/audio-analysis/6eIacmhkE82vZlMDnGS7aP,170625,4
524bH4npqu1MTWoezFyhjA,0.677,0.824,5,-7.018,0,0.0633,0.0481,1.55E-05,0.204,0.278,125.021,audio_features,spotify:track:524bH4npqu1MTWoezFyhjA,https://api.spotify.com/v1/tracks/524bH4npqu1MTWoezFyhjA,https://api.spotify.com/v1/audio-analysis/524bH4npqu1MTWoezFyhjA,182421,4
2wDSi9KYZKExnLJrU80yz2,0.502,0.847,6,-5.356,1,0.0511,0.00111,0,0.109,0.398,83.509,audio_features,spotify:track:2wDSi9KYZKExnLJrU80yz2,https://api.spotify.com/v1/tracks/2wDSi9KYZKExnLJrU80yz2,https://api.spotify.com/v1/audio-analysis/2wDSi9KYZKExnLJrU80yz2,187813,4
5KQDGl3vAkNGyfvSbaW89E,0.612,0.921,0,-5.338,1,0.0705,0.0115,0,0.166,0.674,96.042,audio_features,spotify:track:5KQDGl3vAkNGyfvSbaW89E,https://api.spotify.com/v1/tracks/5KQDGl3vAkNGyfvSbaW89E,https://api.spotify.com/v1/audio-analysis/5KQDGl3vAkNGyfvSbaW89E,166893,4
530J9GupahE2O4a1iVkQxB,0.851,0.657,2,-5.161,1,0.0559,0.119,0,0.0743,0.644,94.036,audio_features,spotify:track:530J9GupahE2O4a1iVkQxB,https://api.spotify.com/v1/tracks/530J9GupahE2O4a1iVkQxB,https://api.spotify.com/v1/audio-analysis/530J9GupahE2O4a1iVkQxB,235046,4
5mpLcXEsk3jjzLFGuNKk5I,0.839,0.84,11,-8.721,1,0.0474,0.389,0.0319,0.114,0.904,117.98,audio_features,spotify:track:5mpLcXEsk3jjzLFGuNKk5I,https://api.spotify.com/v1/tracks/5mpLcXEsk3jjzLFGuNKk5I,https://api.spotify.com/v1/audio-analysis/5mpLcXEsk3jjzLFGuNKk5I,262000,4
6jrMVRReY24qzCfe1BRrww,0.556,0.763,6,-3.952,0,0.0413,0.000728,6.79E-06,0.071,0.814,138.986,audio_features,spotify:track:6jrMVRReY24qzCfe1BRrww,https://api.spotify.com/v1/tracks/6jrMVRReY24qzCfe1BRrww,https://api.spotify.com/v1/audio-analysis/6jrMVRReY24qzCfe1BRrww,191400,4
7w5cxTEzp1rfV3KCy0Bd5N,0.542,0.589,2,-6.623,1,0.0318,0.292,0.000522,0.177,0.137,111.665,audio_features,spotify:track:7w5cxTEzp1rfV3KCy0Bd5N,https://api.spotify.com/v1/tracks/7w5cxTEzp1rfV3KCy0Bd5N,https://api.spotify.com/v1/audio-analysis/7w5cxTEzp1rfV3KCy0Bd5N,303200,4
56NkIxSZZiMpFP5ZNSxtnT,0.542,0.531,9,-7.481,1,0.0301,0.0033,1.51E-06,0.338,0.671,105.97,audio_features,spotify:track:56NkIxSZZiMpFP5ZNSxtnT,https://api.spotify.com/v1/tracks/56NkIxSZZiMpFP5ZNSxtnT,https://api.spotify.com/v1/audio-analysis/56NkIxSZZiMpFP5ZNSxtnT,183391,4
5QldjuXcxplhjjUqLrzl6H,0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,audio_features,spotify:track:5QldjuXcxplhjjUqLrzl6H,https://api.spotify.com/v1/tracks/5QldjuXcxplhjjUqLrzl6H,https://api.spotify.com/v1/audio-analysis/5QldjuXcxplhjjUqLrzl6H,302840,4
1eyzqe2QqGZUmfcPZtrIyt,0.526,0.712,11,-6.525,0,0.0356,0.0161,0,0.179,0.32,105.009,audio_features,spotify:track:1eyzqe2QqGZUmfcPZtrIyt,https://api.spotify.com/v1/tracks/1eyzqe2QqGZUmfcPZtrIyt,https://api.spotify.com/v1/audio-analysis/1eyzqe2QqGZUmfcPZtrIyt,241440,4
3goyor536uLlIuv0zHgq0B,0.708,0.905,1,-4.955,1,0.0341,0.0269,0,0.144,0.713,113.679,audio_features,spotify:track:3goyor536uLlIuv0zHgq0B,https://api.spotify.com/v1/tracks/3goyor536uLlIuv0zHgq0B,https://api.spotify.com/v1/audio-analysis/3goyor536uLlIuv0zHgq0B,214573,4
2PpruBYCo4H7WOBJ7Q2EwM,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,audio_features,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,https://api.spotify.com/v1/tracks/2PpruBYCo4H7WOBJ7Q2EwM,https://api.spotify.com/v1/audio-analysis/2PpruBYCo4H7WOBJ7Q2EwM,235213,4
6EZWQHryZ0L5JyBXF3AC3B,0.301,0.697,2,-6.49,1,0.0504,0.0134,0.000568,0.324,0.394,106.035,audio_features,spotify:track:6EZWQHryZ0L5JyBXF3AC3B,https://api.spotify.com/v1/tracks/6EZWQHryZ0L5JyBXF3AC3B,https://api.spotify.com/v1/audio-analysis/6EZWQHryZ0L5JyBXF3AC3B,314787,4
6Rxnq6T6b89rgQaDmzBF0l,0.666,0.75,11,-5.926,0,0.0598,0.314,0,0.0753,0.964,163.937,audio_features,spotify:track:6Rxnq6T6b89rgQaDmzBF0l,https://api.spotify.com/v1/tracks/6Rxnq6T6b89rgQaDmzBF0l,https://api.spotify.com/v1/audio-analysis/6Rxnq6T6b89rgQaDmzBF0l,202693,4
6XK6Zw6JkFsHXzAcMWNiIr,0.5,0.704,0,-8.797,1,0.0695,0.125,1.79E-05,0.138,0.722,119.463,audio_features,spotify:track:6XK6Zw6JkFsHXzAcMWNiIr,https://api.spotify.com/v1/tracks/6XK6Zw6JkFsHXzAcMWNiIr,https://api.spotify.com/v1/audio-analysis/6XK6Zw6JkFsHXzAcMWNiIr,263360,4
7x5xYW5W42OGPAdHUyyguy,0.509,0.671,1,-5.709,1,0.0678,0.304,0,0.0452,0.55,118.413,audio_features,spotify:track:7x5xYW5W42OGPAdHUyyguy,https://api.spotify.com/v1/tracks/7x5xYW5W42OGPAdHUyyguy,https://api.spotify.com/v1/audio-analysis/7x5xYW5W42OGPAdHUyyguy,227480,5
3MOECVkNshqHYTPt5DZcdN,0.699,0.883,5,-3.226,0,0.219,0.0288,0,0.817,0.499,127.961,audio_features,spotify:track:3MOECVkNshqHYTPt5DZcdN,https://api.spotify.com/v1/tracks/3MOECVkNshqHYTPt5DZcdN,https://api.spotify.com/v1/audio-analysis/3MOECVkNshqHYTPt5DZcdN,211975,4
7qCAVkHWZkF44OzOUKf8Cr,0.628,0.69,8,-5.828,1,0.0511,0.446,0,0.112,0.662,179.911,audio_features,spotify:track:7qCAVkHWZkF44OzOUKf8Cr,https://api.spotify.com/v1/tracks/7qCAVkHWZkF44OzOUKf8Cr,https://api.spotify.com/v1/audio-analysis/7qCAVkHWZkF44OzOUKf8Cr,205907,4
2tznHmp70DxMyr2XhWLOW0,0.636,0.676,2,-3.442,1,0.0263,0.0807,0,0.0831,0.273,113.98,audio_features,spotify:track:2tznHmp70DxMyr2XhWLOW0,https://api.spotify.com/v1/tracks/2tznHmp70DxMyr2XhWLOW0,https://api.spotify.com/v1/audio-analysis/2tznHmp70DxMyr2XhWLOW0,208760,4
7KCWmFdw0TzoJbKtqRRzJO,0.638,0.781,4,-6.848,0,0.0285,0.0118,0.00953,0.349,0.25,122.985,audio_features,spotify:track:7KCWmFdw0TzoJbKtqRRzJO,https://api.spotify.com/v1/tracks/7KCWmFdw0TzoJbKtqRRzJO,https://api.spotify.com/v1/audio-analysis/7KCWmFdw0TzoJbKtqRRzJO,194641,4
6n2GPvMJtFZ4ckoc9EWHMx,0.76,0.575,6,-4.06,1,0.0444,0.282,0.000383,0.0993,0.314,131.983,audio_features,spotify:track:6n2GPvMJtFZ4ckoc9EWHMx,https://api.spotify.com/v1/tracks/6n2GPvMJtFZ4ckoc9EWHMx,https://api.spotify.com/v1/audio-analysis/6n2GPvMJtFZ4ckoc9EWHMx,225493,4
5XO5UiZmVaLFMFs1VaaxT5,0.761,0.608,8,-8.434,0,0.0887,0.00293,0.134,0.117,0.968,142.031,audio_features,spotify:track:5XO5UiZmVaLFMFs1VaaxT5,https://api.spotify.com/v1/tracks/5XO5UiZmVaLFMFs1VaaxT5,https://api.spotify.com/v1/audio-analysis/5XO5UiZmVaLFMFs1VaaxT5,320053,4
5XJJdNPkwmbUwE79gv0NxK,0.646,0.696,1,-5.572,0,0.342,0.0192,0,0.0762,0.625,92.88,audio_features,spotify:track:5XJJdNPkwmbUwE79gv0NxK,https://api.spotify.com/v1/tracks/5XJJdNPkwmbUwE79gv0NxK,https://api.spotify.com/v1/audio-analysis/5XJJdNPkwmbUwE79gv0NxK,207401,4
1UZ25gykR30Oewh3dBRtVZ,0.573,0.495,8,-7.245,0,0.592,0.405,0,0.0969,0.255,179.196,audio_features,spotify:track:1UZ25gykR30Oewh3dBRtVZ,https://api.spotify.com/v1/tracks/1UZ25gykR30Oewh3dBRtVZ,https://api.spotify.com/v1/audio-analysis/1UZ25gykR30Oewh3dBRtVZ,312027,3
2M5ndhTi0zOIymTD4Ff1T8,0.629,0.656,0,-7.978,1,0.0446,0.137,0.298,0.107,0.285,135.996,audio_features,spotify:track:2M5ndhTi0zOIymTD4Ff1T8,https://api.spotify.com/v1/tracks/2M5ndhTi0zOIymTD4Ff1T8,https://api.spotify.com/v1/audio-analysis/2M5ndhTi0zOIymTD4Ff1T8,163173,4
6b8Be6ljOzmkOmFslEb23P,0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,audio_features,spotify:track:6b8Be6ljOzmkOmFslEb23P,https://api.spotify.com/v1/tracks/6b8Be6ljOzmkOmFslEb23P,https://api.spotify.com/v1/audio-analysis/6b8Be6ljOzmkOmFslEb23P,225983,4
7JLQ6ZawBiDNVYaAR0bKVi,0.736,0.452,10,-8.802,1,0.0377,0.453,0,0.17,0.358,128.029,audio_features,spotify:track:7JLQ6ZawBiDNVYaAR0bKVi,https://api.spotify.com/v1/tracks/7JLQ6ZawBiDNVYaAR0bKVi,https://api.spotify.com/v1/audio-analysis/7JLQ6ZawBiDNVYaAR0bKVi,277887,4
2usybbJIyVPm1aeGK2bitr,0.45,0.634,11,-4.814,1,0.0308,0.0985,0,0.0883,0.13,143.75,audio_features,spotify:track:2usybbJIyVPm1aeGK2bitr,https://api.spotify.com/v1/tracks/2usybbJIyVPm1aeGK2bitr,https://api.spotify.com/v1/audio-analysis/2usybbJIyVPm1aeGK2bitr,256440,4
2iDjCLUOGhJtz5cPHljGVd,0.816,0.578,10,-4.536,0,0.0986,0.0136,1.20E-05,0.0412,0.302,177.959,audio_features,spotify:track:2iDjCLUOGhJtz5cPHljGVd,https://api.spotify.com/v1/tracks/2iDjCLUOGhJtz5cPHljGVd,https://api.spotify.com/v1/audio-analysis/2iDjCLUOGhJtz5cPHljGVd,166707,4
2n5gVJ9fzeX2SSWlLQuyS9,0.874,0.706,1,-5.132,1,0.207,0.182,0,0.334,0.895,89.968,audio_features,spotify:track:2n5gVJ9fzeX2SSWlLQuyS9,https://api.spotify.com/v1/tracks/2n5gVJ9fzeX2SSWlLQuyS9,https://api.spotify.com/v1/audio-analysis/2n5gVJ9fzeX2SSWlLQuyS9,216248,4
3M5eeHXgG4VplKNcsBC8Dj,0.67,0.619,0,-10.365,0,0.0323,0.0514,0,0.0492,0.807,108.826,audio_features,spotify:track:3M5eeHXgG4VplKNcsBC8Dj,https://api.spotify.com/v1/tracks/3M5eeHXgG4VplKNcsBC8Dj,https://api.spotify.com/v1/audio-analysis/3M5eeHXgG4VplKNcsBC8Dj,160500,4
33JcUj9qQDayKswunZP9ar,0.959,0.598,8,-5.534,1,0.0713,0.0358,0,0.358,0.408,127.029,audio_features,spotify:track:33JcUj9qQDayKswunZP9ar,https://api.spotify.com/v1/tracks/33JcUj9qQDayKswunZP9ar,https://api.spotify.com/v1/audio-analysis/33JcUj9qQDayKswunZP9ar,213000,4
27PmvZoffODNFW2p7ehZTQ,0.464,0.771,8,-4.503,1,0.336,0.0235,0,0.063,0.69,158.777,audio_features,spotify:track:27PmvZoffODNFW2p7ehZTQ,https://api.spotify.com/v1/tracks/27PmvZoffODNFW2p7ehZTQ,https://api.spotify.com/v1/audio-analysis/27PmvZoffODNFW2p7ehZTQ,198237,4
4jtyUzZm9WLc2AdaJ1dso7,0.559,0.716,11,-3.964,0,0.39,0.737,0,0.252,0.504,176.618,audio_features,spotify:track:4jtyUzZm9WLc2AdaJ1dso7,https://api.spotify.com/v1/tracks/4jtyUzZm9WLc2AdaJ1dso7,https://api.spotify.com/v1/audio-analysis/4jtyUzZm9WLc2AdaJ1dso7,275227,4
11KJSRSgaDxqydKYiD2Jew,0.804,0.648,7,-7.805,1,0.117,0.0573,3.49E-05,0.102,0.392,117.983,audio_features,spotify:track:11KJSRSgaDxqydKYiD2Jew,https://api.spotify.com/v1/tracks/11KJSRSgaDxqydKYiD2Jew,https://api.spotify.com/v1/audio-analysis/11KJSRSgaDxqydKYiD2Jew,263373,4
2NVt7fxr5GsqTkGwYXcNTE,0.676,0.615,6,-7.534,0,0.0496,0.0384,0,0.341,0.883,163.993,audio_features,spotify:track:2NVt7fxr5GsqTkGwYXcNTE,https://api.spotify.com/v1/tracks/2NVt7fxr5GsqTkGwYXcNTE,https://api.spotify.com/v1/audio-analysis/2NVt7fxr5GsqTkGwYXcNTE,176675,4
27PmKcvsjXp7G1IQgLUkYY,0.681,0.462,10,-6.869,0,0.194,0.0968,0,0.22,0.751,171.127,audio_features,spotify:track:27PmKcvsjXp7G1IQgLUkYY,https://api.spotify.com/v1/tracks/27PmKcvsjXp7G1IQgLUkYY,https://api.spotify.com/v1/audio-analysis/27PmKcvsjXp7G1IQgLUkYY,235600,4
1mhdEO1cBTccQ3tknmM6ng,0.856,0.872,6,-1.844,1,0.193,0.0481,0,0.0709,0.388,112.078,audio_features,spotify:track:1mhdEO1cBTccQ3tknmM6ng,https://api.spotify.com/v1/tracks/1mhdEO1cBTccQ3tknmM6ng,https://api.spotify.com/v1/audio-analysis/1mhdEO1cBTccQ3tknmM6ng,176429,5
7Ezwtgfw7khBrpvaNPtMoT,0.414,0.807,10,-4.12,0,0.348,0.0428,0,0.822,0.409,175.158,audio_features,spotify:track:7Ezwtgfw7khBrpvaNPtMoT,https://api.spotify.com/v1/tracks/7Ezwtgfw7khBrpvaNPtMoT,https://api.spotify.com/v1/audio-analysis/7Ezwtgfw7khBrpvaNPtMoT,191901,4
0tISnxqgVmxqhVghsTi2Rr,0.926,0.517,9,-6.794,1,0.184,0.00218,0,0.091,0.284,132.07,audio_features,spotify:track:0tISnxqgVmxqhVghsTi2Rr,https://api.spotify.com/v1/tracks/0tISnxqgVmxqhVghsTi2Rr,https://api.spotify.com/v1/audio-analysis/0tISnxqgVmxqhVghsTi2Rr,197747,4
5IZc3KIVFhjzJ0L2kiXzUl,0.797,0.469,8,-8.112,1,0.0646,0.0599,0,0.0753,0.481,103.057,audio_features,spotify:track:5IZc3KIVFhjzJ0L2kiXzUl,https://api.spotify.com/v1/tracks/5IZc3KIVFhjzJ0L2kiXzUl,https://api.spotify.com/v1/audio-analysis/5IZc3KIVFhjzJ0L2kiXzUl,224240,4
